arg-id,comment-id,x,y,cluster-id
A563.0_0,563.0,2.4088526,2.0613716,9
A564.0_0,564.0,3.9304674,2.3601203,9
A565.0_0,565.0,4.4584126,2.3472092,9
A566.0_0,566.0,0.6753263,5.1903825,2
A567.0_0,567.0,1.2174715,4.807459,2
A568.0_0,568.0,1.3223051,5.504323,2
A569.0_0,569.0,1.088941,5.073972,2
A570.0_0,570.0,-0.8825927,2.7183583,7
A571.0_0,571.0,2.7226226,0.443327,9
A572.0_0,572.0,-1.1072184,4.296083,2
A573.0_0,573.0,0.7383602,3.93508,2
A574.0_0,574.0,4.704658,4.344244,1
A575.0_0,575.0,1.8978472,0.6682685,9
A576.0_0,576.0,4.712248,0.5347477,3
A577.0_0,577.0,1.015157,3.1384797,2
A578.0_0,578.0,1.8680203,0.6207498,9
A579.0_0,579.0,1.6921954,0.77629316,9
A580.0_0,580.0,0.9077518,4.0866494,2
A581.0_0,581.0,0.022846969,5.4144616,2
A582.0_0,582.0,4.9500337,2.8441198,9
A583.0_0,583.0,0.8086003,5.3664503,2
A584.0_0,584.0,-0.7193341,2.573475,7
A585.0_0,585.0,-0.14249176,1.6513011,9
A586.0_0,586.0,-1.0203686,1.4892823,7
A587.0_0,587.0,2.7857864,6.1454473,4
A588.0_0,588.0,1.4012442,3.432459,2
A589.0_0,589.0,2.9452653,1.7578869,9
A590.0_0,590.0,6.5305915,3.2160325,5
A591.0_0,591.0,-0.14794227,0.37146205,9
A592.0_0,592.0,6.0369496,2.0143788,3
A593.0_0,593.0,1.231051,5.7781,2
A594.0_0,594.0,-0.387249,2.1537616,7
A595.0_0,595.0,1.9019421,5.663101,2
A596.0_0,596.0,4.3733687,5.602393,0
A597.0_0,597.0,-1.0538827,3.2465737,7
A598.0_0,598.0,3.522685,4.227217,1
A599.0_0,599.0,1.5248399,-0.0821646,9
A600.0_0,600.0,2.0151172,3.677051,2
A601.0_0,601.0,3.630574,4.2373967,1
A602.0_0,602.0,4.4347506,2.9377003,9
A603.0_0,603.0,-1.5180221,2.8437366,7
A604.0_0,604.0,-0.8476644,3.188026,7
A605.0_0,605.0,-0.8816322,2.6500213,7
A606.0_0,606.0,0.1155305,3.4590096,2
A607.0_0,607.0,3.5180373,0.81949157,9
A608.0_0,608.0,-1.0493003,3.0569844,7
A609.0_0,609.0,2.9347773,3.5690606,1
A610.0_0,610.0,-0.107590035,3.73805,2
A611.0_0,611.0,3.3891146,2.3773363,9
A612.0_0,612.0,6.697201,3.2839792,5
A613.0_0,613.0,1.4649744,7.670083,9
A614.0_0,614.0,0.53343135,5.3954535,2
A615.0_0,615.0,6.99619,3.5409567,5
A616.0_0,616.0,6.2143645,1.5172776,3
A617.0_0,617.0,-1.4649327,3.054428,7
A618.0_0,618.0,6.9260645,3.6007056,5
A619.0_0,619.0,4.4977407,3.8880496,1
A620.0_0,620.0,3.8291748,4.9802413,1
A621.0_0,621.0,0.017722296,2.8458412,7
A622.0_0,622.0,6.7506137,3.1074328,5
A623.0_0,623.0,1.980914,5.723003,2
A624.0_0,624.0,-1.50047,2.9182892,7
A625.0_0,625.0,-1.3606504,3.2247095,7
A626.0_0,626.0,3.7931437,4.1597958,1
A627.0_0,627.0,5.760637,4.3890023,5
A628.0_0,628.0,7.0541315,4.1614385,5
A629.0_0,629.0,1.1313277,1.4570345,9
A630.0_0,630.0,-0.4995132,4.646724,2
A631.0_0,631.0,-0.91333586,3.296441,7
A632.0_0,632.0,4.183936,1.293041,9
A633.0_0,633.0,1.4967335,7.642633,9
A634.0_0,634.0,-0.56804967,2.2012534,7
A635.0_0,635.0,0.17608519,2.2247427,9
A636.0_0,636.0,6.6205277,3.2165089,5
A637.0_0,637.0,6.448943,3.1712275,5
A638.0_0,638.0,6.5630507,3.2291136,5
A639.0_0,639.0,5.9248414,3.2921124,5
A640.0_0,640.0,5.1807504,3.0340405,5
A641.0_0,641.0,5.8158374,4.4470663,5
A642.0_0,642.0,1.4951131,3.3148024,2
A643.0_0,643.0,-0.105803944,3.37918,2
A644.0_0,644.0,6.2376494,1.7534493,3
A645.0_0,645.0,5.8805776,3.3007116,5
A646.0_0,646.0,5.733219,3.2386749,5
A647.0_0,647.0,-1.5080525,3.4157896,7
A648.0_0,648.0,5.712125,2.612564,3
A649.0_0,649.0,1.5486822,1.4243337,9
A650.0_0,650.0,2.937406,4.45949,2
A651.0_0,651.0,1.7347245,0.80709535,9
A652.0_0,652.0,0.2085715,0.11459617,9
A653.0_0,653.0,3.1038342,-0.31512612,6
A654.0_0,654.0,-0.9776964,2.3088896,7
A655.0_0,655.0,1.1150082,1.3234643,9
A656.0_0,656.0,5.0944924,3.285272,5
A657.0_0,657.0,0.042268373,5.378112,2
A658.0_0,658.0,3.8046465,4.9554734,1
A659.0_0,659.0,2.5649216,1.3678135,9
A660.0_0,660.0,5.1164885,3.2460487,5
A661.0_0,661.0,1.1742265,1.9604806,9
A662.0_0,662.0,3.831423,4.6785927,1
A663.0_0,663.0,1.288171,5.6303506,2
A664.0_0,664.0,0.4808499,4.697943,2
A665.0_0,665.0,2.2223594,-0.6732479,9
A666.0_0,666.0,3.4278152,-0.2390525,6
A667.0_0,667.0,3.5248337,-0.1098931,6
A668.0_0,668.0,3.4165812,3.3417761,1
A669.0_0,669.0,3.8141088,4.9350963,1
A670.0_0,670.0,1.1475627,3.7782173,2
A671.0_0,671.0,4.953222,3.2434394,5
A672.0_0,672.0,1.5024316,1.8793043,9
A673.0_0,673.0,-0.42800027,4.2255583,2
A674.0_0,674.0,6.2701874,1.5080315,3
A675.0_0,675.0,3.6050715,0.90759885,9
A676.0_0,676.0,4.9149737,3.1483245,9
A677.0_0,677.0,4.7398267,5.5782175,0
A678.0_0,678.0,4.3250012,3.023542,1
A679.0_0,679.0,-1.2958382,4.025001,2
A680.0_0,680.0,5.790557,2.1468213,3
A681.0_0,681.0,1.3652666,2.002858,9
A682.0_0,682.0,1.8987188,2.421606,9
A683.0_0,683.0,0.18497972,0.05616703,9
A684.0_0,684.0,2.4443662,-0.47366244,6
A685.0_0,685.0,0.3686234,2.5744815,9
A686.0_0,686.0,1.1663132,5.117641,2
A687.0_0,687.0,1.1972519,4.8427486,2
A688.0_0,688.0,0.023051096,2.003904,9
A689.0_0,689.0,0.18808837,1.523969,9
A690.0_0,690.0,3.2713637,1.4892322,9
A691.0_0,691.0,3.2326944,0.68113106,9
A692.0_0,692.0,1.6574146,2.4487445,9
A693.0_0,693.0,-1.5234733,3.5154817,7
A694.0_0,694.0,0.43916175,1.1339493,9
A695.0_0,695.0,2.822736,0.5045329,9
A696.0_0,696.0,2.7070062,-0.821587,6
A697.0_0,697.0,2.8652072,1.5696081,9
A698.0_0,698.0,4.114487,1.1581882,9
A699.0_0,699.0,5.8608394,-1.1196575,8
A700.0_0,700.0,3.0797777,-0.27177107,6
A701.0_0,701.0,3.730236,4.033193,1
A702.0_0,702.0,3.935133,5.431744,0
A703.0_0,703.0,6.033618,3.676165,5
A704.0_0,704.0,5.8761787,3.5258512,5
A705.0_0,705.0,1.9205762,0.6288104,9
A706.0_0,706.0,5.3488936,3.365553,5
A707.0_0,707.0,3.374375,5.6319795,4
A708.0_0,708.0,1.9072648,1.8825002,9
A709.0_0,709.0,-1.5187194,3.259958,7
A710.0_0,710.0,-0.92041135,3.4674602,7
A711.0_0,711.0,-1.4019676,3.0893605,7
A712.0_0,712.0,2.589052,5.769632,4
A713.0_0,713.0,4.1094356,5.5415435,0
A714.0_0,714.0,4.3996153,4.02696,1
A715.0_0,715.0,2.494461,-1.0985899,6
A716.0_0,716.0,3.1145837,6.394347,4
A717.0_0,717.0,2.8128774,5.676878,4
A718.0_0,718.0,0.85972625,2.1259346,9
A719.0_0,719.0,4.688945,5.539829,0
A720.0_0,720.0,3.437995,3.5712585,1
A721.0_0,721.0,6.3018517,1.5322502,3
A722.0_0,722.0,1.8256902,0.6958463,9
A723.0_0,723.0,5.797611,4.5032067,5
A724.0_0,724.0,2.9915297,1.2423877,9
A725.0_0,725.0,0.6886472,3.4731288,2
A726.0_0,726.0,-1.5243534,2.7745762,7
A727.0_0,727.0,6.275832,1.5534275,3
A728.0_0,728.0,2.8038757,1.4979897,9
A729.0_0,729.0,1.6045755,3.3877861,2
A730.0_0,730.0,2.3782268,3.3055744,9
A731.0_0,731.0,1.7165519,3.3699057,2
A732.0_0,732.0,-0.012162975,1.7314767,9
A733.0_0,733.0,2.766308,0.68404,9
A734.0_0,734.0,3.3457248,2.1863127,9
A735.0_0,735.0,1.1571944,1.2006629,9
A736.0_0,736.0,6.1828723,3.8004863,5
A737.0_0,737.0,5.7343206,4.467877,5
A738.0_0,738.0,-0.8187924,5.590909,9
A739.0_0,739.0,4.319632,2.666037,9
A740.0_0,740.0,4.696681,4.4104095,1
A741.0_0,741.0,5.616142,4.3338995,5
A742.0_0,742.0,4.286833,1.2923015,9
A743.0_0,743.0,2.2287295,-0.30495888,9
A744.0_0,744.0,2.0135648,-0.10242983,9
A745.0_0,745.0,-1.450288,3.486939,7
A746.0_0,746.0,1.595839,1.3218908,9
A747.0_0,747.0,2.9028673,4.5098248,2
A748.0_0,748.0,1.474815,-0.22352368,9
A749.0_0,749.0,0.13556844,1.1722612,9
A750.0_0,750.0,-1.176286,3.4343715,7
A751.0_0,751.0,4.090642,1.0745977,9
A752.0_0,752.0,-0.74339306,3.6782606,7
A753.0_0,753.0,3.5840633,4.345896,1
A754.0_0,754.0,3.6618316,4.3452034,1
A755.0_0,755.0,-0.7631515,3.5559528,7
A756.0_0,756.0,4.252461,2.5999782,9
A757.0_0,757.0,-1.1137296,1.3654208,7
A758.0_0,758.0,0.7595898,4.6263146,2
A759.0_0,759.0,0.5861355,4.897893,2
A760.0_0,760.0,0.5907425,4.8403854,2
A761.0_0,761.0,0.29787847,3.0765715,2
A762.0_0,762.0,-0.75307167,5.6323004,9
A763.0_0,763.0,0.60142523,1.3290815,9
A764.0_0,764.0,5.1490617,3.2606566,5
A765.0_0,765.0,2.766138,1.133429,9
A766.0_0,766.0,5.8152447,-1.2035388,8
A767.0_0,767.0,1.0761086,1.3363873,9
A768.0_0,768.0,0.6629178,3.9683459,2
A769.0_0,769.0,0.44666028,2.389985,9
A770.0_0,770.0,3.262072,2.189358,9
A771.0_0,771.0,0.4400915,4.485852,2
A772.0_0,772.0,0.5868617,4.5701604,2
A773.0_0,773.0,0.060719352,3.6803474,2
A774.0_0,774.0,2.5765631,0.3892227,9
A775.0_0,775.0,1.6234442,4.9961667,2
A776.0_0,776.0,0.4128096,4.6435905,2
A777.0_0,777.0,3.3642316,1.5340971,9
A778.0_0,778.0,-1.5108043,3.5231464,7
A779.0_0,779.0,5.773259,4.44785,5
A780.0_0,780.0,6.3574414,3.6821187,5
A781.0_0,781.0,3.1658661,6.3270507,4
A782.0_0,782.0,-1.0161635,2.8710616,7
A783.0_0,783.0,-0.5498163,2.1482818,7
A784.0_0,784.0,2.0874772,5.839392,2
A785.0_0,785.0,6.9861817,3.5610323,5
A786.0_0,786.0,4.096918,2.2612703,9
A787.0_0,787.0,1.3757957,1.4927744,9
A788.0_0,788.0,0.20774837,2.8830168,9
A789.0_0,789.0,-1.1031651,1.3468336,7
A790.0_0,790.0,0.2881244,5.458036,2
A791.0_0,791.0,0.5031964,3.9992893,2
A792.0_0,792.0,1.6035674,5.301667,2
A793.0_0,793.0,4.3633947,5.3773317,0
A794.0_0,794.0,-0.52138925,2.2796977,7
A795.0_0,795.0,0.51427555,5.5360494,2
A796.0_0,796.0,5.4043036,-0.0069567827,3
A797.0_0,797.0,1.5655724,7.545989,9
A798.0_0,798.0,7.0194755,3.5618415,5
A799.0_0,799.0,0.91378987,1.5660241,9
A800.0_0,800.0,0.32994843,0.9072081,9
A801.0_0,801.0,0.17708142,4.277965,2
A802.0_0,802.0,-0.17822562,0.63414645,9
A803.0_0,803.0,3.361651,3.1204453,1
A804.0_0,804.0,0.44564444,0.90614873,9
A805.0_0,805.0,1.3259052,3.7250137,2
A806.0_0,806.0,5.0300703,3.0295587,9
A807.0_0,807.0,1.8634343,3.0901437,9
A808.0_0,808.0,0.97916853,4.6159377,2
A809.0_0,809.0,0.8005366,1.6134202,9
A810.0_0,810.0,-1.0638173,4.4191465,2
A811.0_0,811.0,2.7091305,4.4488263,2
A812.0_0,812.0,0.019843193,2.9894366,7
A813.0_0,813.0,-0.56844574,2.1704667,7
A814.0_0,814.0,0.02460848,2.9914408,7
A815.0_0,815.0,2.8924093,4.5212827,2
A816.0_0,816.0,2.8131928,2.3290274,9
A817.0_0,817.0,2.296146,4.830908,2
A818.0_0,818.0,6.8218102,3.0052438,5
A819.0_0,819.0,1.7956626,1.4212956,9
A820.0_0,820.0,2.034077,5.77503,2
A821.0_0,821.0,3.2895129,1.9678938,9
A822.0_0,822.0,1.4606411,3.0119646,9
A823.0_0,823.0,1.2892007,3.2704124,2
A824.0_0,824.0,2.8510182,1.582846,9
A825.0_0,825.0,5.659345,3.2253423,5
A826.0_0,826.0,0.14671801,0.20173346,9
A827.0_0,827.0,3.343793,3.1864715,1
A828.0_0,828.0,4.0806427,0.16440313,6
A829.0_0,829.0,4.649776,5.595408,0
A830.0_0,830.0,0.25099814,5.095531,2
A831.0_0,831.0,1.6276779,1.8030691,9
A832.0_0,832.0,0.38572392,0.46654296,9
A833.0_0,833.0,-0.50646406,3.254732,7
A834.0_0,834.0,1.077052,4.1622314,2
A835.0_0,835.0,1.9433059,2.1498864,9
A836.0_0,836.0,4.0558634,1.0639942,9
A837.0_0,837.0,2.6511605,-0.27475077,6
A838.0_0,838.0,-1.637964,2.9532797,7
A839.0_0,839.0,5.431432,2.868546,5
A840.0_0,840.0,6.262627,1.4652014,3
A841.0_0,841.0,4.239379,1.6018394,9
A842.0_0,842.0,6.732977,3.2102506,5
A843.0_0,843.0,6.0974817,3.753151,5
A844.0_0,844.0,4.394153,3.7106984,1
A845.0_0,845.0,4.5420547,3.8667586,1
A846.0_0,846.0,2.0265815,-0.21893087,9
A847.0_0,847.0,4.786593,2.2199936,9
A848.0_0,848.0,5.3887305,3.121209,5
A849.0_0,849.0,5.757632,4.427052,5
A850.0_0,850.0,0.87547106,0.6436161,9
A851.0_0,851.0,0.8277655,0.9351904,9
A852.0_0,852.0,0.30950466,1.6189127,9
A853.0_0,853.0,6.355843,3.734358,5
A854.0_0,854.0,0.41066548,0.0097593535,9
A855.0_0,855.0,4.6093035,2.2374592,9
A856.0_0,856.0,-0.934743,5.6589327,9
A857.0_0,857.0,6.5888104,3.352742,5
A858.0_0,858.0,-1.0034837,2.3182442,7
A859.0_0,859.0,6.9119854,3.3599875,5
A860.0_0,860.0,5.075497,3.4424922,5
A861.0_0,861.0,4.073868,4.2574086,1
A862.0_0,862.0,0.09063434,5.41231,2
A863.0_0,863.0,4.5560527,3.8592806,1
A864.0_0,864.0,-0.75377834,2.6926441,7
A865.0_0,865.0,0.06809567,0.115010746,9
A866.0_0,866.0,0.82694745,0.87765473,9
A867.0_0,867.0,-0.29344654,0.5273079,9
A868.0_0,868.0,-0.9360153,1.7830758,7
A869.0_0,869.0,-0.24801242,0.4772697,9
A870.0_0,870.0,-0.77465093,3.1375713,7
A871.0_0,871.0,6.380955,3.4183483,5
A872.0_0,872.0,3.5761983,0.9988791,9
A873.0_0,873.0,0.24436115,0.03871714,9
A874.0_0,874.0,1.5135583,2.9455051,9
A875.0_0,875.0,-1.2705657,3.126341,7
A876.0_0,876.0,1.2932806,5.856659,2
A877.0_0,877.0,0.1441568,3.694399,2
A878.0_0,878.0,1.5749353,3.6249378,2
A879.0_0,879.0,2.8865273,0.47760537,9
A880.0_0,880.0,0.9255291,2.639693,9
A881.0_0,881.0,2.1698103,1.8138382,9
A882.0_0,882.0,0.58965164,2.2230964,9
A883.0_0,883.0,1.3485157,3.7505596,2
A884.0_0,884.0,1.2205769,3.5638177,2
A885.0_0,885.0,0.9122888,3.5099277,2
A886.0_0,886.0,1.0931678,3.7723029,2
A887.0_0,887.0,1.1531101,3.705992,2
A888.0_0,888.0,1.0409973,4.0713367,2
A889.0_0,889.0,1.0314336,3.8003814,2
A890.0_0,890.0,1.0734364,3.8196962,2
A891.0_0,891.0,0.86314815,3.9281213,2
A892.0_0,892.0,1.2471406,5.052898,2
A893.0_0,893.0,2.3166015,2.037737,9
A894.0_0,894.0,-0.6738266,2.6075242,7
A895.0_0,895.0,0.1867961,2.2577934,9
A896.0_0,896.0,0.010286819,4.6450033,2
A897.0_0,897.0,-0.10083328,3.606091,2
A898.0_0,898.0,1.4292074,2.9483342,9
A899.0_0,899.0,1.9356818,3.7568932,2
A900.0_0,900.0,1.5121268,3.2330604,2
A901.0_0,901.0,1.7555557,2.5442562,9
A902.0_0,902.0,-0.2979962,2.8703315,7
A903.0_0,903.0,0.8932837,2.85855,9
A904.0_0,904.0,4.404518,2.591682,9
A905.0_0,905.0,0.46810547,2.3168201,9
A906.0_0,906.0,1.177371,2.386675,9
A907.0_0,907.0,-1.1640624,1.4243714,7
A908.0_0,908.0,6.0114245,3.7525463,5
A909.0_0,909.0,3.2529712,0.6708484,9
A910.0_0,910.0,0.32452604,0.89273125,9
A911.0_0,911.0,0.50693256,5.4358625,2
A912.0_0,912.0,0.49379125,1.8053646,9
A913.0_0,913.0,3.3580303,0.75976795,9
A914.0_0,914.0,1.2882121,4.3583393,2
A915.0_0,915.0,1.1797322,1.3070316,9
A916.0_0,916.0,2.242873,0.36068285,9
A917.0_0,917.0,2.5348823,3.3144693,9
A918.0_0,918.0,2.9475727,1.6199871,9
A919.0_0,919.0,-0.8384345,3.9885275,7
A920.0_0,920.0,3.772522,-0.3167344,6
A921.0_0,921.0,4.7408605,4.370698,1
A922.0_0,922.0,3.7453513,1.2875578,9
A923.0_0,923.0,5.9794536,3.6998587,5
A924.0_0,924.0,4.9817,2.8825219,9
A925.0_0,925.0,4.710896,0.48353288,3
A926.0_0,926.0,1.4415125,3.6732411,2
A927.0_0,927.0,3.7630947,1.6606987,9
A928.0_0,928.0,0.6608074,4.6982656,2
A929.0_0,929.0,0.61186165,4.3634315,2
A930.0_0,930.0,6.344514,1.7233688,3
A931.0_0,931.0,1.9435266,3.7737925,2
A932.0_0,932.0,1.1006062,2.0675209,9
A933.0_0,933.0,0.422834,2.3732607,9
A934.0_0,934.0,1.4437258,1.9350148,9
A935.0_0,935.0,2.7278495,0.41365352,9
A936.0_0,936.0,2.314524,2.9490998,9
A937.0_0,937.0,0.4765968,5.4911013,2
A938.0_0,938.0,1.6845795,2.8699474,9
A939.0_0,939.0,1.0812577,2.6973777,9
A940.0_0,940.0,0.5759294,3.630771,2
A941.0_0,941.0,2.463544,-1.152005,6
A942.0_0,942.0,2.213711,-0.40283945,9
A943.0_0,943.0,2.84777,2.1602166,9
A944.0_0,944.0,-0.34727636,4.2864213,2
A945.0_0,945.0,6.910638,3.3208988,5
A946.0_0,946.0,1.8083987,4.033373,2
A947.0_0,947.0,2.4680674,2.6998446,9
A948.0_0,948.0,0.47857463,3.921471,2
A949.0_0,949.0,2.5177312,1.2225018,9
A950.0_0,950.0,0.80167854,4.300875,2
A951.0_0,951.0,-0.012098061,1.5537012,9
A952.0_0,952.0,-0.17612089,1.7056928,9
A953.0_0,953.0,2.4686987,1.2190778,9
A954.0_0,954.0,2.2366023,2.7885127,9
A955.0_0,955.0,0.3726682,2.557219,9
A956.0_0,956.0,2.8265083,1.5269302,9
A957.0_0,957.0,0.05480875,1.1412656,9
A958.0_0,958.0,6.9017773,3.8687763,5
A959.0_0,959.0,-0.23221065,3.9490547,2
A960.0_0,960.0,2.0424142,0.53134835,9
A961.0_0,961.0,2.0152886,5.251934,2
A962.0_0,962.0,0.67091936,4.40582,2
A963.0_0,963.0,1.1875124,3.8680494,2
A964.0_0,964.0,0.8302193,3.9824295,2
A965.0_0,965.0,2.0461655,0.6530617,9
A966.0_0,966.0,0.8566623,1.5241228,9
A967.0_0,967.0,-0.8890829,5.557067,9
A968.0_0,968.0,1.6806949,1.2400047,9
A969.0_0,969.0,-0.034451824,4.042957,2
A970.0_0,970.0,1.5548508,1.3828014,9
A971.0_0,971.0,0.07446512,1.6434405,9
A972.0_0,972.0,1.9275376,5.2419815,2
A973.0_0,973.0,1.3080126,4.30532,2
A974.0_0,974.0,1.7665704,0.32574314,9
A975.0_0,975.0,3.0679395,5.908971,4
A976.0_0,976.0,1.7335923,0.8024429,9
A977.0_0,977.0,3.8802881,-0.21134599,6
A978.0_0,978.0,3.053796,6.1282387,4
A979.0_0,979.0,5.7713,-1.2557882,8
A980.0_0,980.0,-1.2487227,4.2311096,2
A981.0_0,981.0,1.2402002,4.981366,2
A982.0_0,982.0,1.1727376,5.0118685,2
A983.0_0,983.0,1.1719451,4.7527885,2
A984.0_0,984.0,0.52678776,2.3026533,9
A985.0_0,985.0,0.3816355,2.390712,9
A986.0_0,986.0,1.1327027,5.969565,2
A987.0_0,987.0,1.4366865,5.6628785,2
A988.0_0,988.0,3.1705356,2.2122746,9
A989.0_0,989.0,4.5195327,3.9807863,1
A990.0_0,990.0,2.9185865,1.1749022,9
A991.0_0,991.0,4.445842,1.9263517,9
A992.0_0,992.0,-1.1021975,4.309527,2
A993.0_0,993.0,0.083013445,4.871649,2
A994.0_0,994.0,3.7428524,-0.35160694,6
A995.0_0,995.0,5.960218,3.5367537,5
A996.0_0,996.0,0.0647298,3.0770657,2
A997.0_0,997.0,3.2592466,3.2662337,1
A998.0_0,998.0,3.5486884,0.7867825,9
A999.0_0,999.0,3.901895,-0.20788367,6
A1000.0_0,1000.0,1.659815,5.3757052,2
A1001.0_0,1001.0,1.1667619,5.8408012,2
A1002.0_0,1002.0,-0.33015054,0.54941666,9
A1003.0_0,1003.0,3.653797,1.7274601,9
A1004.0_0,1004.0,2.4792702,2.6587608,9
A1005.0_0,1005.0,3.1734145,3.1100354,1
A1006.0_0,1006.0,6.123796,3.621995,5
A1007.0_0,1007.0,3.516422,3.1202424,1
A1008.0_0,1008.0,-1.4900478,2.8751733,7
A1009.0_0,1009.0,0.5079005,0.7619054,9
A1010.0_0,1010.0,0.08260829,0.30360416,9
A1011.0_0,1011.0,0.7601369,1.26192,9
A1012.0_0,1012.0,0.6708602,1.0753738,9
A1013.0_0,1013.0,0.6669212,0.83099455,9
A1014.0_0,1014.0,-0.8406643,5.5712304,9
A1015.0_0,1015.0,2.4678252,-1.1554981,6
A1016.0_0,1016.0,2.0372877,-0.18892306,9
A1017.0_0,1017.0,5.8380194,-1.1553241,8
A1018.0_0,1018.0,4.745937,5.55361,0
A1019.0_0,1019.0,-0.93713427,5.671585,9
A1020.0_0,1020.0,1.7158912,0.8314325,9
A1021.0_0,1021.0,3.928505,-0.13522452,6
A1022.0_0,1022.0,6.671867,3.1982157,5
A1023.0_0,1023.0,0.2312708,3.5710971,2
A1024.0_0,1024.0,1.4224532,4.190746,2
A1025.0_0,1025.0,2.687551,-0.8323098,6
A1026.0_0,1026.0,4.633844,4.397682,1
A1027.0_0,1027.0,5.756796,-1.2583717,8
A1028.0_0,1028.0,3.47448,3.0993333,1
A1029.0_0,1029.0,2.1772618,3.0864465,9
A1030.0_0,1030.0,2.4172196,2.7780282,9
A1031.0_0,1031.0,3.1337593,1.202056,9
A1032.0_0,1032.0,3.4871697,4.185723,1
A1033.0_0,1033.0,0.16993941,3.6461935,2
A1034.0_0,1034.0,0.78418887,0.5907395,9
A1035.0_0,1035.0,5.418015,4.354053,5
A1036.0_0,1036.0,5.8843727,3.4672356,5
A1037.0_0,1037.0,2.098945,-0.29398823,9
A1038.0_0,1038.0,4.3069577,2.2793224,9
A1039.0_0,1039.0,3.9090066,4.0502605,1
A1040.0_0,1040.0,2.9170294,4.517666,2
A1041.0_0,1041.0,2.0363321,5.7649407,2
A1042.0_0,1042.0,1.4080148,2.7800827,9
A1043.0_0,1043.0,-1.590469,2.997277,7
A1044.0_0,1044.0,2.1720028,3.709617,2
A1045.0_0,1045.0,1.232199,0.045814466,9
A1046.0_0,1046.0,-1.0592777,1.3664412,7
A1047.0_0,1047.0,-1.0586439,1.3813108,7
A1048.0_0,1048.0,-0.76990145,1.4768047,7
A1049.0_0,1049.0,1.131612,5.964409,2
A1050.0_0,1050.0,5.2246203,3.13703,5
A1051.0_0,1051.0,5.1538086,3.0846932,5
A1052.0_0,1052.0,5.276206,3.137975,5
A1053.0_0,1053.0,2.06601,-0.26152098,9
A1054.0_0,1054.0,-0.4242676,0.804629,9
A1055.0_0,1055.0,-0.339997,0.7568888,9
A1056.0_0,1056.0,-0.090365574,4.835528,2
A1057.0_0,1057.0,2.6986454,6.0210576,4
A1058.0_0,1058.0,1.5132544,7.620129,9
A1059.0_0,1059.0,4.5517373,3.8778608,1
A1060.0_0,1060.0,4.275044,5.5573983,0
A1061.0_0,1061.0,5.570855,4.257371,5
A1062.0_0,1062.0,2.0085328,1.850483,9
A1063.0_0,1063.0,2.4530964,-1.1053118,6
A1064.0_0,1064.0,5.751972,-1.2717544,8
A1065.0_0,1065.0,1.9512359,-0.2279066,9
A1066.0_0,1066.0,1.7653612,-0.061237637,9
A1067.0_0,1067.0,6.459047,3.4036865,5
A1068.0_0,1068.0,6.645888,3.2588136,5
A1069.0_0,1069.0,6.4957066,3.7914088,5
A1070.0_0,1070.0,6.1993146,3.6048381,5
A1071.0_0,1071.0,5.5103683,3.1383393,5
A1072.0_0,1072.0,6.631938,3.5480494,5
A1073.0_0,1073.0,6.491512,3.5181944,5
A1074.0_0,1074.0,4.1610737,1.8125006,9
A1075.0_0,1075.0,3.8551304,3.6086502,1
A1076.0_0,1076.0,3.952652,3.7586348,1
A1077.0_0,1077.0,-0.2787352,0.5051019,9
A1078.0_0,1078.0,0.25111383,0.24441384,9
A1079.0_0,1079.0,7.0112486,3.4867918,5
A1080.0_0,1080.0,3.6365414,1.1346056,9
A1081.0_0,1081.0,-1.1441243,2.5524259,7
A1082.0_0,1082.0,-0.22078313,3.703765,2
A1083.0_0,1083.0,4.126657,1.3311257,9
A1084.0_0,1084.0,1.4768453,3.2819607,2
A1085.0_0,1085.0,-1.2508497,3.041921,7
A1086.0_0,1086.0,-0.18505192,3.9218142,2
A1087.0_0,1087.0,-0.17970496,4.070864,2
A1088.0_0,1088.0,-0.24430704,4.12342,2
A1089.0_0,1089.0,4.6410165,2.8615568,9
A1090.0_0,1090.0,1.0602721,1.2975777,9
A1091.0_0,1091.0,3.2598293,2.1950245,9
A1092.0_0,1092.0,3.3105297,2.1354952,9
A1093.0_0,1093.0,3.1488292,2.314382,9
A1094.0_0,1094.0,3.1970332,2.219539,9
A1095.0_0,1095.0,1.5870044,3.784315,2
A1096.0_0,1096.0,0.52827334,3.151331,2
A1097.0_0,1097.0,1.641682,3.7154818,2
A1098.0_0,1098.0,3.4976368,2.7292566,1
A1099.0_0,1099.0,3.3128324,3.3504446,1
A1100.0_0,1100.0,3.3488715,1.5269976,9
A1101.0_0,1101.0,3.9783566,2.386752,9
A1102.0_0,1102.0,3.2948782,2.1583674,9
A1103.0_0,1103.0,3.2721775,2.0786014,9
A1104.0_0,1104.0,3.182117,2.1401453,9
A1105.0_0,1105.0,3.2375693,2.2008991,9
A1106.0_0,1106.0,3.208847,2.1898353,9
A1107.0_0,1107.0,1.1236157,5.9766173,2
A1108.0_0,1108.0,1.94115,3.5308785,2
A1109.0_0,1109.0,0.08634278,5.424372,2
A1110.0_0,1110.0,1.357924,3.2143958,2
A1111.0_0,1111.0,0.4527548,3.452521,2
A1112.0_0,1112.0,1.9455817,1.556046,9
A1113.0_0,1113.0,-0.25797835,3.7097778,2
A1114.0_0,1114.0,2.8714821,3.368467,1
A1115.0_0,1115.0,4.675484,0.5292657,3
A1116.0_0,1116.0,0.35059822,5.355175,2
A1117.0_0,1117.0,-0.80637497,5.619366,9
