arg-id,comment-id,x,y,cluster-id
A366_0,366,16.49615,9.493881,5
A367_0,367,16.648941,9.562738,5
A368_0,368,16.991499,8.888484,1
A369_0,369,15.881482,8.81582,1
A370_0,370,11.260164,8.791769,0
A371_0,371,13.803235,7.218978,1
A372_0,372,16.108658,7.8862624,1
A373_0,373,17.014364,10.5110445,5
A374_0,374,16.74261,9.321806,5
A375_0,375,16.628834,9.312198,5
A376_0,376,15.785145,9.384741,1
A377_0,377,16.893616,9.602777,5
A378_0,378,9.088872,12.281909,2
A379_0,379,14.565913,10.117505,1
A380_0,380,12.287667,7.4367423,0
A381_0,381,13.615086,7.3460197,1
A382_0,382,13.904981,7.728458,1
A383_0,383,16.785439,9.163739,5
A384_0,384,16.509764,10.161127,5
A385_0,385,15.519286,10.480933,1
A386_0,386,14.538291,10.164663,1
A387_0,387,8.582888,6.6082697,1
A388_0,388,16.12789,9.452051,1
A389_0,389,16.864006,9.813369,5
A390_0,390,10.411265,10.118345,3
A391_0,391,15.804832,8.998936,1
A392_0,392,15.538239,9.734614,1
A393_0,393,15.54165,7.3024635,1
A394_0,394,11.955199,10.24876,3
A395_0,395,14.991761,8.171433,1
A396_0,396,16.08799,8.829961,1
A397_0,397,11.594423,9.094672,0
A398_0,398,17.161554,10.132729,5
A399_0,399,11.454142,9.024094,0
A400_0,400,13.236912,9.330671,1
A401_0,401,11.5395975,9.043871,0
A402_0,402,10.788816,9.878371,3
A403_0,403,15.741447,10.851438,1
A404_0,404,12.148974,8.046224,0
A405_0,405,13.536311,7.1041546,1
A406_0,406,13.973971,7.6936984,1
A407_0,407,10.520894,10.130457,3
A408_0,408,16.322548,9.866961,5
A409_0,409,13.503041,8.960741,1
A410_0,410,9.8833275,7.038996,0
A411_0,411,15.429723,9.058732,1
A412_0,412,16.903383,11.163044,5
A413_0,413,16.963278,11.103145,5
A414_0,414,10.296945,7.774182,0
A415_0,415,17.518465,10.4381,5
A416_0,416,13.895959,8.724509,1
A417_0,417,12.937012,9.7670555,1
A418_0,418,14.514561,10.325185,1
A419_0,419,15.24928,10.347444,1
A420_0,420,15.131367,10.335114,1
A421_0,421,16.92448,8.142365,1
A422_0,422,12.911115,9.898684,1
A423_0,423,12.909009,9.834844,1
A424_0,424,14.170841,9.339403,1
A425_0,425,14.279367,9.299719,1
A426_0,426,13.34921,10.133092,1
A427_0,427,15.476263,8.673989,1
A428_0,428,16.679396,9.73778,5
A429_0,429,14.123063,9.091528,1
A430_0,430,14.692642,10.288672,1
A431_0,431,14.840899,10.563863,1
A432_0,432,14.41076,9.540039,1
A433_0,433,14.499282,10.14321,1
A434_0,434,14.349356,10.113751,1
A435_0,435,13.463181,9.960147,1
A436_0,436,14.476101,9.928094,1
A437_0,437,13.9576845,7.815066,1
A438_0,438,15.674349,9.432717,1
A439_0,439,12.065627,8.933296,0
A440_0,440,16.61266,9.568389,5
A441_0,441,15.770642,10.092726,1
A442_0,442,15.696422,9.622741,1
A443_0,443,17.12956,10.585175,5
A444_0,444,11.40252,8.776749,0
A445_0,445,14.737313,11.27095,5
A446_0,446,16.221622,10.459957,5
A447_0,447,17.321066,11.370429,5
A448_0,448,16.585361,11.092867,5
A449_0,449,15.816015,9.881356,1
A450_0,450,15.970079,10.729385,5
A451_0,451,14.805399,11.318118,5
A452_0,452,14.470961,8.894985,1
A453_0,453,16.825653,8.802469,1
A454_0,454,15.712076,9.794973,1
A455_0,455,15.782239,10.164863,1
A456_0,456,16.09035,8.799529,1
A457_0,457,15.16362,8.246669,1
A458_0,458,15.182722,8.206632,1
A459_0,459,15.966157,9.638983,1
A460_0,460,15.647886,9.797342,1
A461_0,461,15.804574,9.463602,1
A462_0,462,11.809309,10.152007,3
A463_0,463,15.094944,8.078624,1
A464_0,464,16.336292,9.844391,5
A465_0,465,16.093714,9.210915,1
A466_0,466,16.063066,9.190784,1
A467_0,467,15.35825,8.380349,1
A468_0,468,13.015464,6.3776927,4
A469_0,469,13.214914,6.5635014,4
A470_0,470,10.287921,7.7380576,0
A471_0,471,17.48209,10.115591,5
A472_0,472,16.336853,10.799339,5
A473_0,473,15.196109,9.330371,1
A474_0,474,8.947884,12.054634,2
A475_0,475,13.6239605,10.438601,1
A476_0,476,15.930023,9.207733,1
A477_0,477,16.8516,9.813057,5
A478_0,478,15.434715,10.351297,1
A479_0,479,13.945388,8.957997,1
A480_0,480,8.971927,12.31708,2
A481_0,481,15.828364,8.257597,1
A482_0,482,14.609349,8.923868,1
A483_0,483,14.698561,8.948449,1
A484_0,484,14.71429,8.834256,1
A485_0,485,16.904013,7.9494805,1
A486_0,486,16.861242,8.003536,1
A487_0,487,10.911917,10.062888,3
A488_0,488,16.879889,7.9763436,1
A489_0,489,16.700312,7.9515486,1
A490_0,490,16.713951,7.940777,1
A491_0,491,16.733524,8.045962,1
A492_0,492,14.900152,7.7322006,1
A493_0,493,14.558733,8.238129,1
A494_0,494,14.363189,7.886044,1
A495_0,495,14.730673,8.011736,1
A496_0,496,14.80413,7.7372403,1
A497_0,497,16.73654,8.105046,1
A498_0,498,16.906483,7.983029,1
A499_0,499,16.51707,7.976245,1
A500_0,500,14.518693,8.482473,1
A501_0,501,16.879786,7.9348736,1
A502_0,502,9.027044,10.848035,2
A503_0,503,10.650109,8.940137,0
A504_0,504,11.072262,8.663728,0
A505_0,505,11.458058,8.056067,0
A506_0,506,12.590694,8.38999,0
A507_0,507,12.488631,8.339416,0
A508_0,508,9.320572,12.175201,2
A509_0,509,8.595923,6.6362123,1
A510_0,510,16.729734,9.656745,5
A511_0,511,13.116307,6.108527,4
A512_0,512,10.254277,6.4132876,0
A513_0,513,11.812611,7.6385784,0
A514_0,514,13.703972,7.7504735,1
A515_0,515,11.23415,10.946849,3
A516_0,516,15.209772,10.627759,1
A517_0,517,11.772418,10.430575,3
A518_0,518,11.12859,10.962186,3
A519_0,519,11.06221,11.048854,3
A520_0,520,12.443381,8.270223,0
A521_0,521,15.253713,9.099233,1
A522_0,522,10.059605,7.455404,0
A523_0,523,8.463027,6.4899845,1
A524_0,524,10.027677,10.679185,2
A525_0,525,15.820874,6.787104,1
A526_0,526,15.372264,8.60423,1
A527_0,527,13.205923,6.186738,4
A528_0,528,8.485583,6.529837,1
A529_0,529,13.44183,10.139923,1
A530_0,530,10.156869,10.892284,2
A531_0,531,15.342635,7.3337884,1
A532_0,532,11.7227125,7.5879865,0
A533_0,533,12.916608,8.613944,0
A534_0,534,8.957472,12.260094,2
A535_0,535,15.793946,6.8606706,1
A536_0,536,13.63887,7.173989,1
A537_0,537,13.36859,10.425455,1
A538_0,538,14.714294,8.603972,1
A539_0,539,10.758942,11.111276,3
A540_0,540,10.705171,10.746906,3
A541_0,541,13.412638,10.531884,1
A542_0,542,11.39395,7.7270994,0
A543_0,543,11.734583,8.032148,0
A544_0,544,11.859803,8.233815,0
A545_0,545,15.912237,9.725306,1
A546_0,546,10.295415,6.3909855,0
A547_0,547,11.4565,6.7718434,0
A548_0,548,13.505395,10.241075,1
A549_0,549,16.828062,8.813327,1
A550_0,550,15.804641,9.009197,1
A551_0,551,15.757412,8.012198,1
A552_0,552,16.081926,8.086664,1
A553_0,553,12.581555,8.2694,0
A554_0,554,12.555065,8.200822,0
A555_0,555,15.211456,10.872095,1
A556_0,556,8.772031,12.072342,2
A557_0,557,13.5171,7.4403267,1
A558_0,558,10.296301,6.3931003,0
A559_0,559,15.749892,10.871393,1
A560_0,560,14.33855,9.860131,1
A561_0,561,15.315404,10.139583,1
A562_0,562,13.057717,9.685586,1
A563_0,563,13.60434,10.2588,1
A564_0,564,13.764262,10.478439,1
A565_0,565,9.988478,7.6012383,0
A566_0,566,15.489074,8.111657,1
A567_0,567,16.027925,7.9701967,1
A568_0,568,16.21821,8.895693,1
A569_0,569,15.418809,8.051628,1
A570_0,570,15.960404,8.858332,1
A571_0,571,10.6929655,8.725638,0
A572_0,572,14.94324,10.498812,1
A573_0,573,16.027426,10.397397,5
A574_0,574,11.114674,10.697537,3
A575_0,575,12.130691,8.032838,0
A576_0,576,12.631434,8.171064,0
A577_0,577,16.456787,9.589575,5
A578_0,578,11.98421,7.7534447,0
A579_0,579,12.11301,7.9445295,0
A580_0,580,16.0252,10.356233,5
A581_0,581,15.869788,6.781175,1
A582_0,582,10.180384,11.000949,2
A583_0,583,14.445295,9.253382,1
A584_0,584,17.440157,10.30404,5
A585_0,585,17.077684,10.201713,5
A586_0,586,15.407073,7.3853602,1
A587_0,587,13.195474,6.261591,4
A588_0,588,15.169581,8.757618,1
A589_0,589,13.080329,9.600421,1
A590_0,590,8.711816,12.0167885,2
A591_0,591,13.682516,7.0527964,1
A592_0,592,8.937871,6.886604,1
A593_0,593,14.881558,8.350964,1
A594_0,594,15.419399,8.572387,1
A595_0,595,17.78932,11.282879,5
A596_0,596,12.231024,6.733964,0
A597_0,597,17.137716,9.723773,5
A598_0,598,16.496687,11.649146,5
A599_0,599,12.081706,9.742857,3
A600_0,600,11.855057,10.797631,3
A601_0,601,16.477076,11.716934,5
A602_0,602,11.481181,6.7495675,0
A603_0,603,17.968454,10.272865,5
A604_0,604,17.299982,11.056899,5
A605_0,605,17.887491,10.494188,5
A606_0,606,16.43759,10.484484,5
A607_0,607,10.774262,8.984752,0
A608_0,608,17.2741,10.9933605,5
A609_0,609,15.527847,10.770806,1
A610_0,610,16.30866,10.550731,5
A611_0,611,13.56969,9.954889,1
A612_0,612,8.709187,12.103466,2
A613_0,613,17.021606,11.406069,5
A614_0,614,15.215283,6.9969964,1
A615_0,615,8.805425,11.678796,2
A616_0,616,8.591506,6.576371,1
A617_0,617,17.890923,10.439676,5
A618_0,618,8.939945,11.658318,2
A619_0,619,11.06021,11.491673,3
A620_0,620,12.474952,11.373518,3
A621_0,621,16.261744,10.469411,5
A622_0,622,8.637648,6.6190925,1
A623_0,623,17.900988,11.273576,5
A624_0,624,17.946228,10.16994,5
A625_0,625,17.197433,9.519617,5
A626_0,626,16.426584,11.763123,5
A627_0,627,9.043632,10.920232,2
A628_0,628,8.903961,12.577378,2
A629_0,629,12.555738,7.6100645,0
A630_0,630,15.881781,10.07255,1
A631_0,631,17.493834,11.017334,5
A632_0,632,11.969841,11.362024,3
A633_0,633,16.90133,11.574275,5
A634_0,634,16.370789,8.527745,1
A635_0,635,17.37072,9.778658,5
A636_0,636,8.739341,12.126123,2
A637_0,637,8.656395,12.193343,2
A638_0,638,8.689474,12.050094,2
A639_0,639,11.690654,7.550233,0
A640_0,640,9.668707,10.985526,2
A641_0,641,9.011634,10.896803,2
A642_0,642,17.268118,10.558004,5
A643_0,643,15.267425,9.243715,1
A644_0,644,8.739753,6.7139077,1
A645_0,645,9.2492485,11.903413,2
A646_0,646,9.569902,11.647784,2
A647_0,647,17.431976,10.010686,5
A648_0,648,9.049972,11.146831,2
A649_0,649,12.275446,7.2975564,0
A650_0,650,15.450117,11.706142,5
A651_0,651,12.276419,7.7381306,0
A652_0,652,13.799707,7.1243033,1
A653_0,653,12.067453,10.913955,3
A654_0,654,17.55718,11.110721,5
A655_0,655,15.372091,10.8804865,1
A656_0,656,10.111709,10.830066,2
A657_0,657,15.863258,6.767498,1
A658_0,658,12.499868,11.356237,3
A659_0,659,11.714806,10.434477,3
A660_0,660,10.135111,10.799007,2
A661_0,661,15.319997,7.700153,1
A662_0,662,16.397112,11.750664,5
A663_0,663,15.032055,7.925303,1
A664_0,664,15.281015,7.8977675,1
A665_0,665,15.492344,8.4967785,1
A666_0,666,10.580386,7.9834814,0
A667_0,667,15.876279,9.158105,1
A668_0,668,10.244006,6.4706826,0
A669_0,669,12.506006,11.334931,3
A670_0,670,15.1218815,9.496758,1
A671_0,671,13.382804,10.428524,1
A672_0,672,14.610106,9.74761,1
A673_0,673,16.551388,9.648662,5
A674_0,674,8.661478,6.591464,1
A675_0,675,11.954306,10.93386,3
A676_0,676,10.382546,10.3758545,3
A677_0,677,11.687297,6.6874013,0
A678_0,678,11.645952,6.737496,0
A679_0,679,14.608537,10.273195,1
A680_0,680,14.593099,10.173464,1
A681_0,681,17.043316,9.442459,5
A682_0,682,14.3633375,9.814888,1
A683_0,683,13.814103,7.2280626,1
A684_0,684,11.744968,8.53597,0
A685_0,685,16.635971,8.967941,1
A686_0,686,15.026615,7.0311737,1
A687_0,687,15.956078,7.8887773,1
A688_0,688,15.132265,7.4626913,1
A689_0,689,16.29125,8.247512,1
A690_0,690,15.542141,7.4885244,1
A691_0,691,10.598798,8.869402,0
A692_0,692,13.766748,10.062779,1
A693_0,693,17.639408,9.934706,5
A694_0,694,16.375263,8.9252405,1
A695_0,695,10.658868,8.815577,0
A696_0,696,11.350695,8.654241,0
A697_0,697,12.880341,9.670479,1
A698_0,698,11.859534,11.732008,3
A699_0,699,11.813503,7.520409,0
A700_0,700,12.18644,8.914746,0
A701_0,701,16.53165,11.850334,5
A702_0,702,13.185072,6.2145205,4
A703_0,703,9.188977,12.296739,2
A704_0,704,9.30754,12.261498,2
A705_0,705,12.155953,7.881464,0
A706_0,706,9.495686,10.931993,2
A707_0,707,11.301037,7.0672464,0
A708_0,708,10.611677,8.760453,0
A709_0,709,17.09941,10.79394,5
A710_0,710,16.990164,10.908995,5
A711_0,711,17.335066,11.140649,5
A712_0,712,12.948699,6.619638,4
A713_0,713,11.094992,7.197437,0
A714_0,714,11.100592,11.533351,3
A715_0,715,11.352342,8.443508,0
A716_0,716,12.866351,6.4549837,4
A717_0,717,12.220016,7.0305114,0
A718_0,718,15.399679,11.542139,5
A719_0,719,11.74713,6.679631,0
A720_0,720,12.935706,8.638416,0
A721_0,721,8.44516,6.477949,1
A722_0,722,12.096012,7.944364,0
A723_0,723,8.975253,10.806334,2
